id,created_at,text
147390898806865920,2011-12-15 19:01:43,When recruiter is call I tell follow me on Twitter then DM me. Is never fail.
147363949615136768,2011-12-15 17:14:38,Source of MySQL is tell me they are rebrand in 2012 as Oracle Me.
147143402801209344,2011-12-15 02:38:15,You can able tell junior devops by they are excite database is fit in RAM.
147126717234941953,2011-12-15 01:31:57,"In devops if shit is worth of doing, shit is hard."
147099511246954496,2011-12-14 23:43:51,"Is not about backup, is about restore."
147051699004116992,2011-12-14 20:33:51,You can able tell senior devops by they are go batshit crazy at least of once per day.
147042700422692866,2011-12-14 19:58:06,If you want of do Big Data and you not know good math all you can able achieve is Medium Data.
147028508483387392,2011-12-14 19:01:42,Source of Google is tell me most searched phrase is start with 'fucking Google changed my ...'.
147027570641207296,2011-12-14 18:57:59,Source of HP is tell me you are need of install printer driver before you can able use HP Cloud API.
147005153449488384,2011-12-14 17:28:54,Hell is other people which are need help with Outlook.
147001593206816769,2011-12-14 17:14:45,You can not able experience true meaning of production bug until you are achieve 100% test coverage.
146984673552240641,2011-12-14 16:07:31,"If all you are have is hammer, everything is look like shell script."
146983267718012928,2011-12-14 16:01:56,If you are not remove 2 LOC for every of 1 LOC you are write then you are do it wrong.
146729196473942017,2011-12-13 23:12:21,@hotwoofy @l0st3d @thegreatgonzo my great achieve is fry egg on overheat Extreme Networks switch.
146716358619578368,2011-12-13 22:21:20,"Small Data in, Garbage out."
146707490468401152,2011-12-13 21:46:06,In startup friday is retro day. Dev are allow compile and link code and QA are do manual testing. Ops can able install Gentoo (VM only).
146683975610544128,2011-12-13 20:12:39,They are come to me junior devops and they are leave Perl one-liner guru with neckbeard.
146683593731735552,2011-12-13 20:11:08,When want get good shit done check of code smell first.
146681927242493952,2011-12-13 20:04:31,Is very easy have great success in devops. 1) Get shit done. 2) Make of sure shit work.
146458815250956288,2011-12-13 05:17:57,When junior devops are come to me with problem I am tell them go learn tcpdump and come back in 1 year.
146395736186159104,2011-12-13 01:07:18,I am prefer honest No from datacenter server than Maybe from cloud VM.
146393890163916801,2011-12-13 00:59:57,In startup we are have Small Data but of at least we are have Big Pipe.
146390937722036224,2011-12-13 00:48:14,Source of Facebook is tell me they are close of release TurboPHP.
146372889636110337,2011-12-12 23:36:31,"If you are practice Continuous Deployment but never do Frantic Deployment, you are not experience enough."
146370858401800193,2011-12-12 23:28:26,"I hate of burst bubble of Rails programmer and MongoDB devops, but Santa is not exist."
146370372063854593,2011-12-12 23:26:30,"Is time for Douchebag Of Year award for devops but is impossible of choose, too much candidates."
144980211979657217,2011-12-09 03:22:30,Is no loneliness bigger of talk on IM with guy next of you at work.
144955959645704194,2011-12-09 01:46:08,In startup we are graph so much of shit we can not able tell good shit from bad shit.
144953850028244992,2011-12-09 01:37:45,Some time is hard of find exact person culprit of bug but is usually member of QA team.
144935106912600064,2011-12-09 00:23:16,"When is come to performance in job, 95% of devops are think they are in 95th percentile."
144292857858101249,2011-12-07 05:51:12,I have dream last night I manage of disprove CAP theorem. Is involve bash script of 1000 line and lot of duct tape.
144187304251113472,2011-12-06 22:51:46,Financial of company is inverse proportion of number of newsletter it send.
144184748854624257,2011-12-06 22:41:37,Big Data Analytic is show 90% of startup are fail because they have solution but no problem.
143900154641129473,2011-12-06 03:50:45,Is call middleware because you can not able make head or tail of it.
143794661285314560,2011-12-05 20:51:33,In devops we are never do today what we can able blame on cloud issue tomorrow.
143771108229906434,2011-12-05 19:17:57,You are either have eventual consistency delay today or eventual web site tomorrow.
143560003054346240,2011-12-05 05:19:06,In devops M is for Maven and Masochist.
143536582799011840,2011-12-05 03:46:02,Good sign you are write too much code is you are create new programming language by mistake every day.
143535279716843520,2011-12-05 03:40:52,In startup we have infrastructure as code but  nobody is able debug it.
143173777625329666,2011-12-04 03:44:23,In chinese is crisis=danger+opportunity. In devops crisis=site down+boss is know of it.
142757400083038208,2011-12-03 00:09:51,Never believe of devops when they are talk of eternal love. Eternity for devops is 5 year at same company.
142751391348293632,2011-12-02 23:45:58,Nobody is of guilty if they are get sick! Is why I am never blame serial startup founder.
142743704963264512,2011-12-02 23:15:25,I read documentation for new REST API and I am confuse. Is only say 'GET SOME'.
142733624888930305,2011-12-02 22:35:22,If you are male devops you are of the 99%.
142694105770766337,2011-12-02 19:58:20,Many of devops are now launch cloud instance beyond their means.
142678193554456576,2011-12-02 18:55:06,"Devops if you are feel project is not go anywhere, try of start from scratch but this time with UML."
142672816901341185,2011-12-02 18:33:44,Source of Microsoft is tell me in next version of Visual Studio you can able press F12 for shut down entire Azure cloud at once.
142650498523209728,2011-12-02 17:05:03,Thought leader is same as regular devops but can able talk good BS.
142633511361327104,2011-12-02 15:57:33,Junior devops can able be passive-aggressive but senior devops are of always aggressive-aggressive.
142472605117587456,2011-12-02 05:18:10,For get job in ours startup is not enough sufficient of be rockstar. We are only hire Lady Gaga devops.
142459578435645441,2011-12-02 04:26:24,I get shitface with 2 others devops last night and we manage of establish which is better of Chef and Puppet. Can not able remember.
142422170872717312,2011-12-02 01:57:46,If your application is use HTTP and your company is not in cloudscape you need of protest! http://t.co/1od3Ajfa
142419641925505025,2011-12-02 01:47:43,You are good manager only if you are find Internet Samurai in every of devops you manage.
142411983256420352,2011-12-02 01:17:17,"Devops remember, nobody is say on deathbed they wish they set up more VPN tunnel!"
142373662912282624,2011-12-01 22:45:01,I start of use ql.io only when is become NoSQL-compliant.
142369080081526784,2011-12-01 22:26:48,In startup we are only hire junior devops if they are at least 5 trick pony.
142276994774740994,2011-12-01 16:20:53,"If pager is beep at night but nobody is hear, is site still down?"
142114837365915649,2011-12-01 05:36:32,CouchDB is Ingres of NoSQL.
142081322301661184,2011-12-01 03:23:21,"Devops not forget! Tomorrow you can able read official position of ours startup on Erlang, Haskell, Clojure and Go!"
142073946345439232,2011-12-01 02:54:03,I go to devops bar last night and manage of score some tail recursion!
142011057576218625,2011-11-30 22:44:09,Main difference of sysadmin and devops is as sysadmin you are have less chance of get laid.
142000653231865856,2011-11-30 22:02:48,I run Big Data Analytic on result of Myers-Briggs test for devops. Most common type is Insensitive Jerk.
141931079950008320,2011-11-30 17:26:21,Source of Canonical is tell me they project 2012 is year of Ubuntu is become dominant OS on Compaq desktop.
141925923829194753,2011-11-30 17:05:51,Source of Google is tell me they are donate Google Plus to Apache Foundation.
141901467245215744,2011-11-30 15:28:40,You can able tell junior devops by they are not protect themselve when they are fuck with database.
141899830162235392,2011-11-30 15:22:10,Last night I have nightmare I was BDFL of Apache Flex SDK.
141895990784430080,2011-11-30 15:06:55,"No, Siri! I say 'we have database is shit' not 'have database shut down'!"
141738388045836288,2011-11-30 04:40:39,"Is matter very little which of JVM language you are use if visitor can only able see on your site ""Error when connect to database""."
141732167574241280,2011-11-30 04:15:56,Is good of see Yammer team expose truth of Scala is not Turing complete!
141730235224821760,2011-11-30 04:08:15,Tell me how many of ls option you are know and I tell you if you are wear sock with sandal.
141647909199425536,2011-11-29 22:41:07,I manage of automate everything! Now I am so bored I am volunteer time as desktop support.
141640097618595840,2011-11-29 22:10:05,I am still have PTSD 20 year after type rm -rf * .o
141594381785370624,2011-11-29 19:08:25,Study is show private cloud is most of dangerous for data lock-in. After 2 month nobody is remember how get data back.
141555048286126080,2011-11-29 16:32:08,"If cloud standard committee and security policy have lovechild, it would be name ROT13."
141551618192703488,2011-11-29 16:18:30,Junior devops are always ask me which new technology they need learn. I am always tell them learn of keep disk space available for user.
141549303805128706,2011-11-29 16:09:18,You can able tell senior devops by they can able shoot themselve in foot in any of programming language.
141531501341835264,2011-11-29 14:58:34,I have never see shit hit fan at data center but I have see shit hit air conditioning unit.
141368065110708224,2011-11-29 04:09:07,"Attention devops: ""learn NoSQL"" is not same as ""learn no SQL""!"
141348595617112064,2011-11-29 02:51:45,Single point of failure in private cloud is of usually Unix guy with neckbeard.
141345858850537473,2011-11-29 02:40:53,Difference of junior and senior devops is junior devops are imagine they can able master Unicode.
141342379612450816,2011-11-29 02:27:03,I am almost finish with PhD in timezone math!
141324323976781824,2011-11-29 01:15:19,In devops if you carry pager every day is Cyber Monday.
141232160672714752,2011-11-28 19:09:05,In startup for Agile practice we are automate brainstorming with Mechanical Turk.
141186295983652864,2011-11-28 16:06:50,In startup we are work on product for Big Metadata.
141027073455177728,2011-11-28 05:34:09,Only best manual tester can able watch grass grow.
141016311533805569,2011-11-28 04:51:23,I can already able tell 2012 is year of Borland Turbo Cloud.
141013381711790080,2011-11-28 04:39:44,Before start program in Javascript try count to 10. Most time urge is pass.
141011962401275905,2011-11-28 04:34:06,Lately I suffer of web performance anxiety and kernel panic attack.
140135824959352832,2011-11-25 18:32:38,In startup we have Siri #1 write code. She is also tell Siri #2 of write automate test. Future is now.
139898439621296129,2011-11-25 02:49:21,In devops you either are contribute to tool or you are tool.
139829122003238912,2011-11-24 22:13:55,Only thing of compare with write first working Perl script is lose virginity.
139806418495733760,2011-11-24 20:43:42,@michaelneale is theory behind Google Wave and Google Plus.
139805856207339520,2011-11-24 20:41:28,"Rule of thumb is less user you have, is faster site with less issue. Aim for 0 user and you are get infinite speed with 0 bug."
139754800937058304,2011-11-24 17:18:35,In devops nothing is more pain as when choose between C and A. Is why we pretend P never happen.
139753191733600258,2011-11-24 17:12:12,In startup we are Thanksgiving for opportunity of learn new skill for use in next startup when first is fail.
139527380132835330,2011-11-24 02:14:54,In Kazakhstan we are pepperspray router only if it drop packet.
139487461469466626,2011-11-23 23:36:17,"Responsible green devops are always ask of themselves ""Is this really good for Internet"" before do git push."
139485924319952896,2011-11-23 23:30:10,Unix devops can able unleash power of bash. Windows devops can only able unleash power of .bat.
139420657430704128,2011-11-23 19:10:49,10 thing you not know of devops: 1) if we are yell at you is because we are care; 2) we are always count in binary
139411011471024128,2011-11-23 18:32:29,"If want something done in 10 minute, send to devops email. If want no reply for 10 day, send to sales email."
139162484270575616,2011-11-23 02:04:56,You are true devops if you have wet dream of achieve 100% code coverage.
139152648246009859,2011-11-23 01:25:51,You can able tell expert of software architecture by they are never involve in deploy to production.
139152271941439488,2011-11-23 01:24:21,Number of project you are contribute in GitHub is inverse proportional to number of conference you are attend in year.
139119950173442049,2011-11-22 23:15:55,In devops we not use expression 'shoot yourself in foot'. We use expression 'use NFS in cloud'.
139115540336750592,2011-11-22 22:58:24,@luisdans all fan emails should send to devopsborat at yahoo. Hurry it not be yahoo around for much.
138858020259102720,2011-11-22 05:55:06,Is all fun and game until it segfault.
138843669129203713,2011-11-22 04:58:04,In startup for each of bug we have BDFL.
138823370774032384,2011-11-22 03:37:25,"I am not use tool which not end in sh, rl, cs or ng."
138768735023546368,2011-11-22 00:00:19,In devops is nothing as risky as a no-brainer.
138760875027865602,2011-11-21 23:29:05,"Welcome to new public cloud! Come for infinite elastic, stay for data lock in."
138663868523233280,2011-11-21 17:03:37,"Is good saying 'if you are want thing done, give to person most busy'. Is why in startup we give all new project to janitor."
138425212554317824,2011-11-21 01:15:17,You can able tell junior devops by they are finish task 3 to 6 month after deadline. Senior devops are never finish.
138411150219022336,2011-11-21 00:19:24,Is not in production until you are receive critical alert of it.
138127837482860544,2011-11-20 05:33:37,Devops please take moment of consider somewhere somebody is now troubleshoot NIS+ issue on Solaris.
138117986220380160,2011-11-20 04:54:28,I convince famous Kazakhstan film director of buy right to Stevens TCP/IP Illustrated!
138041151147085824,2011-11-19 23:49:09,In devops ego is direct proportion to number of programming language we know. Salary is inverse proportion.
137941437517008897,2011-11-19 17:12:56,In devops we have Mile High Club of deploy to production from plane.
137770638201991168,2011-11-19 05:54:14,You are good devops only if you are spend quantity time with your infrastructure.
137651541673910272,2011-11-18 22:00:59,Cloud instance is need only for few day but subtle bug in Puppet manifest is live forever.
137631546860515328,2011-11-18 20:41:32,"Myth of devops #4: of course we can able scale, we are use cloud!"
137627076390948864,2011-11-18 20:23:46,If you ever express opinion and are not use word 'always' or 'never' you are do it wrong.
137617412550963201,2011-11-18 19:45:22,Myth of devops #3: great success of deploy to production on Friday.
137617328065085441,2011-11-18 19:45:02,Myth of devops #2: tester catch up with developer in same iteration.
137617246813040640,2011-11-18 19:44:43,Myth of devops #1: plan new feature and release in same month.
137614273114411008,2011-11-18 19:32:54,Junior devops are make bad judgment but very fast. Senior devops are make good judgment but too slow.
137611179148324864,2011-11-18 19:20:36,I am try of teach junior devops how to proper manual testing but they are only go through motions.
137607246036213760,2011-11-18 19:04:58,Best distributed key/value data store is DNS.
137602133192224769,2011-11-18 18:44:39,In startup we are hire devops only if they can able of solve in interview problem we had for last 3 year.
137403675797749760,2011-11-18 05:36:03,We have 3 strike rule for devops: 1 strike we are take away Perl. 2 strike we are take away bash. 3 strike we are give PowerShell.
137249444944031745,2011-11-17 19:23:12,Many devops are dick but few are hard.
137195913302122496,2011-11-17 15:50:29,ETL is other word for when you are use lot of sed and awk in your script.
137192669049921536,2011-11-17 15:37:35,"When benchmark new database technology, make sure not only use own laptop. Be much thorough and also use desktop."
137053521026613249,2011-11-17 06:24:40,Cloud definition: art of fail at scale.
137051662123679745,2011-11-17 06:17:17,R is bc for hipster.
136968918098116609,2011-11-17 00:48:29,Oh to be of young devops again and to get of excite by boot in single user mode...
136890199404847104,2011-11-16 19:35:41,I am never use product with version end in odd number.
136877630740889600,2011-11-16 18:45:44,Is better NoSQL than misunderestimated SQL.
136676366664994816,2011-11-16 05:25:59,In startup we are hire devops only if they can able show contribution to 25 project on GitHub and are not possess resume.
136660421020102659,2011-11-16 04:22:38,You can only able do Agile if you have good Scum Master.
136627470987304960,2011-11-16 02:11:42,Hipster devops can not able use Hadoop unless is rewrite in Scala.
136599256889950208,2011-11-16 00:19:35,Other main difference of cloud and Internet is half of Internet is have sad face of Wikipedia founder look at you.
136596854795288577,2011-11-16 00:10:02,Protip for Junior Devops: Ethernet is not same as Internet. Cloud is need both.
136582321460621312,2011-11-15 23:12:17,Is easy get confuse of cloud and Internet. Main difference is Internet never go down.
136272064632983553,2011-11-15 02:39:26,Big news! I quit startup! I am tire of do same old shit. I join new startup and am do much new cool shit!
136269061511323648,2011-11-15 02:27:30,In startup we have Senior Data Analyst use Hadoop as Viagra so he can able finally fuck with his data.
136264980877156352,2011-11-15 02:11:17,Big advantage of BigQuery after you give all of your data to Google is you are able query it and see ads base on result.
136210599142113282,2011-11-14 22:35:12,Is no such thing as Big Data. Is only data you not sampled sufficient yet so it fit in RAM and it process with SQLite.
136130851837718528,2011-11-14 17:18:18,Friend from Google is tell me they have best food in Googleplex but they not allowed make recipes public.
136128380650274817,2011-11-14 17:08:29,Karl Marx was much right: Hacker News is opium of devops.
136102715557289985,2011-11-14 15:26:30,Is all make sense now: source of Canonical is tell me maintainer of AppArmor and designer of Unity are one and same person!
136096853883232256,2011-11-14 15:03:13,Is possible for devops of walk on hot coal if put mind to it. Is not possible for devops of get app work with SELinux.
135593101958971392,2011-11-13 05:41:29,Cloud expert try of launch new cloud instance is same as U S and A football announcer try of score touchdown.
135591064881995776,2011-11-13 05:33:23,For minimum viable product we are recommend of start with Hello world. #leanstartup
135517615677374464,2011-11-13 00:41:32,When I am depress I start think it can able be worse: some devops are manage Exchange server somewhere.
135182014482624512,2011-11-12 02:27:58,I can not able present of Big Data in front of audience because I get too much of Big Erection
135014264606965760,2011-11-11 15:21:23,An question: Mark Shuttleworth invent Ubuntu before or after he walk on Moon?
134819260986966016,2011-11-11 02:26:31,In enterprise you are bitch of hardware vendor. In startup you are bitch of cloud provider API.
134816295186210816,2011-11-11 02:14:44,Is better dev who pretend are ops or ops who pretend are dev? Only way of find out is put all on pager.
134798708377260032,2011-11-11 01:04:51,@Erstejahre you have twitter handle symbolize number of year you are manage to stay in same devops job yes?
134794190314946562,2011-11-11 00:46:53,Uptime is overrate. #leanstartup
134790398651547648,2011-11-11 00:31:49,In Lean Startup we are never waste time with documentation. But you are welcome of buy sign copy of our book!
134776016731250688,2011-11-10 23:34:41,In Lean Startup if you are write more code than janitor you are do it wrong.
134721857063632897,2011-11-10 19:59:28,@GeorgeReese we are use that too for cloud expert.
134720644607770624,2011-11-10 19:54:39,"For rank superstar in startup we are use metric: for dev line of code write/hr, for ops line of log inspect/hr, for QA bug find/hr."
134646505578577921,2011-11-10 15:00:03,With enough eyeball all code is shallow.
134493786406531072,2011-11-10 04:53:12,"When you are read code you write 6 month ago, is 95% inconceivable."
134441975528169472,2011-11-10 01:27:19,In startup we have 3 position open of devops. Please not bother of apply if you are work for live and not live for work.
134314140138352640,2011-11-09 16:59:21,In devops you can able be total asshole as long as you are produce beautiful graphs.
134312855007793152,2011-11-09 16:54:14,Big data analytics is show devops which can not able stand word fuck in presentation are prefer SQL Server.
134310820715823104,2011-11-09 16:46:09,Is me or is urine smell as bad like Cisco router after night spend at data center?
134095754989019136,2011-11-09 02:31:34,In Scrum is chicken and is pig. In Lean is douche and is bag.
134053265741578241,2011-11-08 23:42:43,In devops third time is usually charm. But first 2 time are epic fail.
134050504815804416,2011-11-08 23:31:45,You are get shit done? Yes: continue. No: continue of read and reply to tweet.
134039143884931073,2011-11-08 22:46:36,Sign you are young and still learn in devops is you are not afraid of use -r in rm command.
133947804023394305,2011-11-08 16:43:39,Junior devops have goal of inbox zero. Senior devops have goal of Nagios alert zero. #velocityconf
133945867492265984,2011-11-08 16:35:58,"Rackspace are look for guinea pig customer for install private cloud on OpenStack! They not roll out in own cloud yet, is too buggy."
133935295564492802,2011-11-08 15:53:57,Juniper is Chaos Monkey for ISP.
132893345830813696,2011-11-05 18:53:37,"I watch Devops Tales From The Crypt first episode. Is very scary, contain graphic image of debug Apache rewrite rule."
132608548671725568,2011-11-05 00:01:56,I can never able setup site to site VPN unless I am resort to Jedi mindtrick.
132605133493248000,2011-11-04 23:48:22,Cloud expert is #1 least stress job of devops. Is only involve tweet.
132604131805364224,2011-11-04 23:44:23,#2 most stress job of devops is Google SRE. #1 is Database Migrator.
132579644502315008,2011-11-04 22:07:05,Hardest thing in write 'iptables for Dummies' book is call remote hand for reboot machine each of time I run sample script.
132501742310006784,2011-11-04 16:57:31,Infrastructure is only need love from devops. Devops are only need respect from infrastructure.
132305877121249280,2011-11-04 03:59:13,Source of Google is tell me they are switch teams around for development of career. Is why Gmail interface is done by Big Table team.
132295059554050048,2011-11-04 03:16:14,I am close of release pine and elm theme for Gmail.
132290097214275584,2011-11-04 02:56:31,"If you can not able ship it, next best thing is act as if you have ship it."
132243760200417281,2011-11-03 23:52:24,@mgualtieri y u ruin joke? Is more easy of scale up if unlimited $. Is hard scale back down in smart of way. Think elastic.
132240682252386304,2011-11-03 23:40:10,@mgualtieri is simple: scale up ==&gt; $++; scale down ==&gt; --$. Constant is need of be performance.
132239544803270656,2011-11-03 23:35:39,@vambenepe we can able get it up but only with NoSQL.
132238460663775234,2011-11-03 23:31:20,Junior devops are in charge of scale up. Senior devops are in charge of scale down.
132226080986767360,2011-11-03 22:42:09,"""DevOps in the Cloud"" is pleonasm."
132217923841441792,2011-11-03 22:09:44,Best program I write in devops career is Perl script which is ask 5 personal question and spit out IT budget for next year.
131787468696588288,2011-11-02 17:39:15,I can able stand of watch first half only of video 'Two devops and a Cisco PIX'.
131763298571005952,2011-11-02 16:03:13,Never do today what small shell script can able do tomorrow.
131738346245468160,2011-11-02 14:24:03,In devops time warp is when full backup is take more of 24 hours.
131581405116370944,2011-11-02 04:00:26,If you have startup name not end in ly you are do it wrong.
131547334252298240,2011-11-02 01:45:03,Tomorrow we migrate off cloud if weather permit.
131536781559611392,2011-11-02 01:03:07,@westcoastbill are you SPOF?
131530479068381185,2011-11-02 00:38:04,I am work on dating site for single points of failure.
131526739292717057,2011-11-02 00:23:12,"If any of unit test you have is not fit in single tweet, you are do it wrong."
131515790150217728,2011-11-01 23:39:42,Many vendor are offer Hadoop this days. I personal prefer buy from Apache.
131431977688629249,2011-11-01 18:06:40,For bathroom humor in devops I am recommend read random PHP script.
131415502106001408,2011-11-01 17:01:11,I write book 'Kama Sutra for devops'. Is show graphic all possible intercourse of firewall with load balancer.
131235276604440576,2011-11-01 05:05:02,I am of happy Halloween is pass. It was hard distinguish costume douchebag from real douchebag.
131202963246034945,2011-11-01 02:56:38,@michaelbolton @marick I am there too when agile manifesto is write. Simple explanation: by tools we are mean devops which are tools.
131199253484810240,2011-11-01 02:41:54,"True devops never XML, FTP, ORM or RPC."
131030481817968640,2011-10-31 15:31:15,"@GeorgeReese @garnaat @ShlomoSwidler is OK to leave me off list. Similar of enStratus, I not care of consumer, only enterprise."
131027927918837760,2011-10-31 15:21:07,"Devops remember Y Combinator Halloween party tonight! Theme is ""90% of startup are fail but 100% of devops in startup are have no life""!"
131025352687501312,2011-10-31 15:10:53,Is true that everybody in Palo Alto is dress up as VC today?
131024575646547968,2011-10-31 15:07:47,"@GeorgeReese is OK, I do all of work open source. Call when enStratus is of up on GitHub."
130830347616260096,2011-10-31 02:16:00,"Devops remember, Big Data is just Small Data which you let sit for 2 year!"
130825919198801921,2011-10-31 01:58:24,I am very close of release Tcl++.
130755717450833920,2011-10-30 21:19:27,Devops at Facebook is tell me Google Plus is threaten his job. User abandon G+ for Facebook are almost too much for handle!
130747191609405440,2011-10-30 20:45:34,@dhh is true. In Almaty Kazakhstan we are hire talent of local exclusive and we manage of build 38signal!
130745916587118593,2011-10-30 20:40:30,In Kazakhstan we are laugh at short sight of Silicon Valley. We build company for last at least 200 year. Is why we use COBOL on AS/400.
130733345855381504,2011-10-30 19:50:33,In devops is never good time of lose SEO virginity.
130115408861724672,2011-10-29 02:55:05,Number one mistake of devops in job interview is speak in JSON.
130073212347367424,2011-10-29 00:07:25,Rule of thumb: technology or product name which is start with Open is fail.
130068267472662528,2011-10-28 23:47:46,"@randybias is good post but too much words. Would be sufficient of say ""No."""
130003069500010496,2011-10-28 19:28:41,For Halloween I am dress as LDAP server. I not like talk to anybody.
129960275330859008,2011-10-28 16:38:38,I have bad english but maybe native speaker can tell if brogrammer and douchebag is same?
129951195530928128,2011-10-28 16:02:34,"@swardley in Kazakhstan ""is come"" is mean ""have orgasm"" which not happen to OpenStack devops so far."
129948834750144512,2011-10-28 15:53:11,@swardley openstack cloud is come online only in press release so far.
129946795764760576,2011-10-28 15:45:05,New junior devops has doing chaos monkey on 3 Cisco switch in server room today. He is on probation 2 week on Windows Vista.
129576785460469761,2011-10-27 15:14:47,If you want have your devops get best orgasm make of sure you MapReduce log data then visualize in Graphite.
129571232852082688,2011-10-27 14:52:43,Devops in Europe must of be proud of show most expensive haircut ever.
129560758232158209,2011-10-27 14:11:06,"In devops is not of what you know, is of who is follow you on Twitter."
129558842265706496,2011-10-27 14:03:29,Practical experience with NoSQL is prompt you to do it or avoid it. No practical experience is prompt you to present of it at conference.
129373905285693441,2011-10-27 01:48:37,In devops we are always use Chef or Puppet. Is why we are the 1%.
129370956501221376,2011-10-27 01:36:54,Goal of devops is do less with more.
129359467199467520,2011-10-27 00:51:15,I want quit Google+ but Siri has just add me to her circle of intelligent robot.
129320427813220353,2011-10-26 22:16:07,I have witness PostgreSQL hit many of home run. But is just because is MySQL on steroid.
129268121902120960,2011-10-26 18:48:16,"In startup we are hire only rockstar, ninja or samurai. Vague familiar with computer is big plus."
129236199473819648,2011-10-26 16:41:25,I never understand expression 'waiting for other shoe to drop' until I roll out application on PaaS.
129211328844935168,2011-10-26 15:02:36,Devops Dozen is when you are take 13 day for accomplish thing which can easy able do in 12 hour.
128993338677411841,2011-10-26 00:36:23,In startup we are need of fire all unpaid intern. Too much consumption of snack is affect financial.
128969309547528193,2011-10-25 23:00:54,"If you are feel good after write script which interact with database, it mean you have less of 5 year experience in devops."
128908394609381377,2011-10-25 18:58:50,"In devops threesome is when you are use Perl, Python and Ruby on same project."
128868763159371776,2011-10-25 16:21:22,"Top 3 useless thing in devops are Scrum Master certification, security policy document and Python 3."
128651148109426688,2011-10-25 01:56:38,Manager remember! Tell Windows sysadmin not apply latest patch is same as tell lemming stay away of cliff!
128649191105900545,2011-10-25 01:48:52,True devops can able teach CS 101 by use simple abacus.
128633390206435329,2011-10-25 00:46:04,"In devops we have 40/30/20/10 Rule. 40% time spend at conference, 30% create todo list, 20% prioritize list, 10% respond to Nagios alert."
128592968666980352,2011-10-24 22:05:27,I work on book of 'Not cc all company in email by mistake for dummies'.
128569428295155712,2011-10-24 20:31:55,Easy thing of Lisp is start with parenthese. Hard thing of Lisp is where of put last parenthese.
128567402089824256,2011-10-24 20:23:51,Lisp is first programming language I have learn. Then I discover Visual Basic and never look back.
128226203831246848,2011-10-23 21:48:03,If you are not devops you need of choose easy remember password. If you are devops you need of choose easy remember ssh keypair.
127176106842402816,2011-10-21 00:15:21,Give junior devops Perl Camel book and they are never need another language. They are also never learn proper programming.
127159163989139456,2011-10-20 23:08:01,In devops 'sow wild oats' is when you roll own crypto.
127155283041591296,2011-10-20 22:52:36,In devops is small difference of bulls eye and bulls shit. Is measured in press releases.
127142123848990720,2011-10-20 22:00:19,Maybe is not work because you are use wrong Unicorn encoding?
127110973227151360,2011-10-20 19:56:32,Is very easy of get to 80% webscale. Is the next 5 year that is hard.
127076843844145152,2011-10-20 17:40:55,"Devops if you can not able get right woman, try of use better regex!"
127022907179286528,2011-10-20 14:06:35,"In junior devops we have &#39;monkey see, monkey bring down cloud&#39;."
126840275355181056,2011-10-20 02:00:52,@kamals NoShit!
126812018870194176,2011-10-20 00:08:36,1 TB of Big Data is much more than 1024 GB of small data.
126808037032869888,2011-10-19 23:52:46,In devops is important always have beginner mind. Is why we are use homegrown bash script for everything.
126803340775530496,2011-10-19 23:34:06,In startup we are use NoSQL and NoTest.
126781472060346368,2011-10-19 22:07:13,I am only reach for Perl if I can not able do it with Apache config directive.
126743078362034176,2011-10-19 19:34:39,@blakegentry genkuie. Oversight.
126713533542055936,2011-10-19 17:37:15,"@lusis awesome stuff, thanks for posting."
126713498041458688,2011-10-19 17:37:06,"RT @lusis: New blog post: ""Deploy ALL the things"" - http://t.co/YSweE4VP"
126696305807474689,2011-10-19 16:28:47,Siri is tell me all hipster are douchebag but not all douchebag are hipster.
126692821750132736,2011-10-19 16:14:57,Source of Google is also tell me Android Pumpkin Pie is have enough AI for create Android Rhubarb Crumble!
126691563488288768,2011-10-19 16:09:57,Source of Google is tell me Android Marshmallow is have emotional intelligence of average Google engineer!
126497084173070336,2011-10-19 03:17:09,"@RonJeffries not of worry, you are mine BFF!"
126496873711284224,2011-10-19 03:16:19,In Kazakhstan we say &quot;Give me of liberty or give me of Java&quot;!
126440912254541824,2011-10-18 23:33:57,In lean startup we refactor ruthless by put code on autoshuffle.
126309639137665024,2011-10-18 14:52:19,Big Data analyst is pole dancer of devops.
126080786863636480,2011-10-17 23:42:56,In startup we have janitor wear CTO hat this week. He is order no bug in code for next 6 day.
126063366476275712,2011-10-17 22:33:43,I not trust any technology if nobody is tweet about it.
125999151812050944,2011-10-17 18:18:33,People are ask me: what is devops? Is scripting and shit.
125975980106981376,2011-10-17 16:46:28,In lean startup we have sub-second standup meeting due of automation. #lkce11
125974500620763137,2011-10-17 16:40:36,For Halloween I am @nathanmarz killer of CAP theorem.
125788082611040256,2011-10-17 04:19:50,Devops remember stop sometime for count your blessing! Unless you are Windows admin.
125784978381479936,2011-10-17 04:07:30,SSD is new SAN.
125675777718104064,2011-10-16 20:53:35,Before accept full responsible always try of blame RAID controller.
125669125858144256,2011-10-16 20:27:09,Native devops have 23 different word for deployment.
125012570192093184,2011-10-15 00:58:14,Is easy of have Siri do any thing you want: just use sudo.
125007451861950465,2011-10-15 00:37:53,"Devops remember sign up for next semester online class offer by Stanford on &quot;Programming, Motherfucker&quot;!"
125001981520654336,2011-10-15 00:16:09,I write article on &quot;Anatomy of devops cultural interactions&quot;. Only 2 words: Big Dicks.
124950078489231360,2011-10-14 20:49:54,Behind every Big Data problem is Small Data fuckup.
